0,Primer nombre,Apellido,37276469,Direcci,3257,Ciudad,5,C,Codigo postal,localidad,Provincia,Pais,Numero de telefono,Email,88346874,True
682,Samuel,Molnar,47510947,El Roqueo ,9371,Mota del Cuervo,6,E,16630,,Cuenca,Spain,629 306 962,SamuelMMolnar@jourrapide.com,46983041,True
683,Kevin,Oglesby,29426932,C/ Hijuela de Lojo ,6934,Gaztelu,3,PB,20491,,Guipuzcoa,Spain,740 582 165,KevinDOglesby@dayrep.com,76620221,True
684,Marion,Hamilton,11960520,Herreria ,2707,Monachil,2,PB,18193,,Granada,Spain,719 745 661,MarionPHamilton@jourrapide.com,56863265,True
685,Angela,Taylor,10492094,C/ Senores Curas ,4784,Castellfort,3,F,12159,,Castellon,Spain,673 761 577,AngelaCTaylor@einrot.com,53994152,False
686,Raul,Garcia,44522689,Prolongacion San Sebastian ,7583,Cumbres de San Bartolome,5,F,21386,,Huelva,Spain,624 138 899,RaulMGarcia@dayrep.com,61491734,True
687,Cruz,Allen,34478548,C/ Libertad ,375,Mijares,1,PB,5461,,avila,Spain,735 940 219,CruzLAllen@gustr.com,89173783,True
688,Michael,Chambers,39676129,Calvo Sotelo ,8768,Montemayor de Pililla,3,A,47320,,Valladolid,Spain,693 932 189,MichaelFChambers@armyspy.com,26648165,True
689,Latrisha,Buckner,42202452,Rua da Rapina ,1800,Pitiegua,6,F,37490,,Salamanca,Spain,663 867 622,LatrishaCBuckner@teleworm.us,75042798,True
690,Judith,Myers,18266582,Rio Segura ,8229,Lumbier,6,F,31440,,Navarre,Spain,760 954 805,JudithJMyers@armyspy.com,36764069,True
691,Peggy,Jacobsen,21634349,Calvo Sotelo ,6188,Arroyo de la Encomienda,3,F,47195,,Valladolid,Spain,646 771 984,PeggyTJacobsen@superrito.com,15120963,True
692,David,Pearce,29663021,Comandante Izarduy ,9778,Gavà,6,PB,8850,,Barcelona,Spain,732 282 872,DavidKPearce@cuvox.de,38249477,False
693,Elias,Williamson,35443672,Paraguay ,6350,Monforte del Cid,3,D,3670,,Alicante,Spain,612 436 947,EliasSWilliamson@dayrep.com,85166897,False
694,Modesto,Carter,12880382,Cruce Casa de Postas ,8481,Villanueva Mesia,1,E,18369,,Granada,Spain,755 256 738,ModestoPCarter@dayrep.com,90216033,False
695,Mary,Kane,40558825,Carretera Cadiz-Malaga ,2379,Azpeitia,4,A,20730,,Guipuzcoa,Spain,754 526 784,MaryRKane@cuvox.de,91408075,False
696,Karla,Wilks,26236016,Puerto Lugar ,8554,Sedella,3,F,29715,,Malaga,Spain,735 119 770,KarlaJWilks@armyspy.com,98135775,True
697,Jennifer,White,41231348,Paseo del Atlantico ,2329,Puigcerdà,2,PB,17520,,Girona,Spain,661 559 164,JenniferJWhite@rhyta.com,54151977,True
698,Marshall,Chappell,18801058,Cruce Casa de Postas ,7284,orgiva,6,F,18400,,Granada,Spain,640 772 521,MarshallLChappell@superrito.com,21526218,True
699,Vicki,Laws,22844587,Carretera,2280,La Rambla,3,D,14540,,Cordoba,Spain,681 327 085,VickiJLaws@rhyta.com,43020623,True
700,Tiffany,Hess,49128049,Cano ,2659,A Pobra de Trives,6,D,32780,,Ourense,Spain,724 271 776,TiffanyCHess@jourrapide.com,62792362,True
701,Rudolph,Gonzales,40621169,C/ Arana ,8307,Ontur,6,B,2652,,Albacete,Spain,619 578 704,RudolphSGonzales@dayrep.com,83100735,True
702,Penny,Cooper,11525576,Carretera del Muelle ,9870,Altura,1,E,12410,,Castellon,Spain,765 342 690,PennyTCooper@armyspy.com,54084605,False
703,Gregory,Randolph,43589674,Reisenor ,6961,Almàssera,1,C,46132,,Valencia,Spain,640 858 322,GregoryCRandolph@jourrapide.com,65615819,False
704,Eleanor,Anaya,10026604,C/ Manuel Iradier ,457,Sanet y Negrals,1,E,3769,,Alicante,Spain,607 107 990,EleanorLAnaya@fleckens.hu,13013638,True
705,Kent,Lopez,24252057,Calle Aduana ,6836,Lapuebla de Labarca,3,PB,1306,,alava,Spain,746 393 342,KentALopez@einrot.com,63365617,True
706,Jerry,Dews,33491577,Fuente del Gallo,7016,Dumbria,2,F,15151,,A Coruna,Spain,720 722 516,JerryGDews@superrito.com,82951886,True
707,Steven,Richardson,40039993,Constitucion,9953,Moana,1,D,36950,,Pontevedra,Spain,760 304 137,StevenJRichardson@superrito.com,88183142,True
708,Quinton,Blanco,35134532,Padre Caro ,7375,Hinojosas de Calatrava,2,A,13590,,Ciudad Real,Spain,759 457 925,QuintonJBlanco@dayrep.com,52003771,True
709,Dawn,Long,21357544,Lamas Carbajal ,8426,Marinaleda,4,D,41569,,Seville,Spain,797 256 387,DawnMLong@dayrep.com,46105219,False
710,Miriam,Hill,17719758,Outid de Arriba ,6997,L' Arboç,1,PB,43720,,Tarragona,Spain,796 920 872,MiriamCHill@einrot.com,85128552,False
711,Lance,Morris,26781452,Calle Aduana ,5035,Penacerrada-Urizaharra,2,A,1211,,alava,Spain,793 670 853,LanceMMorris@armyspy.com,89066329,True
712,Emanuel,Catron,22294314,C/ Domingo Beltran ,3495,Robledo,5,E,2340,,Albacete,Spain,606 963 701,EmanuelNCatron@teleworm.us,48117749,True
713,Sheila,Caldwell,36775373,Crta. Cadiz-Malaga,3606,Argelita,4,C,12230,,Castellon,Spain,692 353 501,SheilaJCaldwell@cuvox.de,57170818,True
714,Deborah,Thompson,39712217,Ctra. de Siles ,4012,Sarria,1,F,27600,,Lugo,Spain,631 510 832,DeborahPThompson@fleckens.hu,12950714,True
715,Rebecca,Sanborn,33762406,Plazuela do Porto ,3637,Gajates,2,D,37874,,Salamanca,Spain,776 682 995,RebeccaWSanborn@teleworm.us,76760143,False
716,Wendy,Williams,28302952,Rosa de los Vientos ,766,Puebla del Principe,4,PB,13342,,Ciudad Real,Spain,793 120 278,WendyMWilliams@armyspy.com,79991600,True
717,Ronald,Steele,44911546,Alcon Molina ,7004,Puerto Lumbreras,4,E,30890,,Murcia,Spain,688 125 957,RonaldCSteele@armyspy.com,31376511,True
718,Jesus,Hanson,33530598,Enxertos ,4553,Villasrubias,6,D,37522,,Salamanca,Spain,732 509 086,JesusAHanson@dayrep.com,39124489,False
719,Lincoln,Bloom,24306226,C/ Canada del Rosal ,1902,Isla Cristina,2,PB,21410,,Huelva,Spain,711 568 019,LincolnVBloom@dayrep.com,85562203,True
720,Nicolas,Warren,41127877,Calle Proc. San Sebastian ,7617,Benicarlo,2,F,12580,,Castellon,Spain,670 280 427,NicolasSWarren@cuvox.de,71349379,True
721,Timothy,Davenport,46571094,Constitucion ,9837,Marin,2,A,36900,,Pontevedra,Spain,640 824 664,TimothyBDavenport@dayrep.com,65900395,False
722,Kenneth,Carter,20916385,Carretera Cadiz-Malaga ,7172,Zestoa,2,A,20740,,Guipuzcoa,Spain,787 452 712,KennethRCarter@fleckens.hu,35996194,True
723,David,Snyder,39825313,Camino Real ,6036,Ugao-Miraballes,1,PB,48490,,Biscay,Spain,677 356 465,DavidASnyder@jourrapide.com,12997756,False
724,Michael,Phillips,45770140,Av. Santiago Lapuente,4763,Fuentes de Ebro,1,D,50740,,Zaragoza,Spain,745 749 313,MichaelCPhillips@jourrapide.com,59080628,True
725,Joshua,Urbina,42838028,Ctra. Villena,8008,San Martin del Rey Aurelio,3,B,33950,,Asturias,Spain,757 609 729,JoshuaEUrbina@gustr.com,78004747,False
726,Joanne,Rodriguez,41875362,C/ Hijuela de Lojo ,5873,Baliarrain,1,PB,20259,,Guipuzcoa,Spain,791 182 405,JoanneARodriguez@fleckens.hu,63400598,True
727,Iola,Motter,31112911,Jose matia ,5193,Amurrio,6,F,1470,,alava,Spain,776 268 349,IolaWMotter@teleworm.us,87572629,False
728,Marie,Durant,43032750,C/ Arana ,650,Montealegre del Castillo,2,E,2650,,Albacete,Spain,685 061 392,MarieEDurant@armyspy.com,58110177,True
729,Inez,Fulton,38576434,Reisenor ,1446,la Pobla de Vallbona,1,D,46185,,Valencia,Spain,789 956 602,InezOFulton@cuvox.de,89687047,True
730,Vonda,Carr,46809378,Cruce Casa de Postas ,3886,Trevelez,3,E,18417,,Granada,Spain,784 851 009,VondaGCarr@superrito.com,27479240,True
731,Charlie,Oden,34755378,Calle Aduana ,3562,Samaniego,3,A,1307,,alava,Spain,773 347 108,CharlieSOden@einrot.com,29754696,True
732,Kelly,Leopold,38149626,Ventanilla de Beas ,9211,Torremocha de Jarama,3,D,28189,,Madrid,Spain,675 772 725,KellyMLeopold@rhyta.com,47502864,True
733,Joseph,Hubbard,48793931,Avendano ,3240,Benillup,2,PB,3827,,Alicante,Spain,774 698 351,JosephBHubbard@superrito.com,88985423,True
734,Brenda,George,23646481,Carretera del Muelle ,6872,Geldo,3,PB,12412,,Castellon,Spain,791 984 000,BrendaHGeorge@armyspy.com,77668858,False
735,Jacquelyn,Coplin,41207058,Jose matia ,2716,Villavaliente,1,D,2154,,Albacete,Spain,742 904 001,JacquelynGCoplin@armyspy.com,41216038,True
736,Linda,Curtis,48987434,Borinaur enparantza ,5339,Es Mercadal,1,A,7740,,Balearic Islands,Spain,735 843 990,LindaMCurtis@dayrep.com,13090059,True
737,Cassandra,Swann,47989133,Cadiz ,7316,Lobras,1,PB,18449,,Granada,Spain,795 605 179,CassandraMSwann@gustr.com,28289654,False
738,Carl,Larocque,22882202,Rosa de los Vientos ,93,Argamasilla de Calatrava,5,PB,13440,,Ciudad Real,Spain,741 085 917,CarlHLarocque@jourrapide.com,59050326,False
739,Anthony,Serna,19488188,Padre Caro ,8128,Almodovar del Campo,6,E,13580,,Ciudad Real,Spain,603 100 422,AnthonyPSerna@fleckens.hu,18916699,False
740,Ina,McDonough,20015655,C/ Rosa de los Vientos ,6199,Sanlucar de Barrameda,2,PB,11540,,Cadiz,Spain,736 221 800,InaAMcDonough@cuvox.de,55608056,True
741,Josiah,Wood,45993142,San Andres ,7294,Bermellar,4,E,37249,,Salamanca,Spain,773 982 577,JosiahSWood@armyspy.com,52672937,False
742,Esther,Williams,25887444,C/ Canada del Rosal ,7501,Encinasola,6,PB,21390,,Huelva,Spain,623 677 263,EstherEWilliams@armyspy.com,61698603,False
743,James,Schmidt,38126824,C/ Eras ,8218,Puentes Viejas,1,PB,28754,,Madrid,Spain,675 153 323,JamesMSchmidt@cuvox.de,73431891,True
744,Kristin,Jones,27683294,Borinaur enparantza ,3624,Son Servera,4,F,7550,,Balearic Islands,Spain,737 843 381,KristinGJones@einrot.com,30974706,False
745,Keri,Olson,46144363,Maestro Puig Valera ,2022,Penamellera Baja,4,D,33570,,Asturias,Spain,639 103 724,KeriDOlson@superrito.com,28750396,False
746,David,Robertson,48392571,Carretera ,761,Fernan-Nunez,2,B,14520,,Cordoba,Spain,761 621 786,DavidLRobertson@armyspy.com,56609264,False
747,James,Swafford,23786038,C/ Fernandez de Leceta ,3619,Canada,2,C,3409,,Alicante,Spain,743 935 698,JamesMSwafford@jourrapide.com,15399471,True
748,Robin,Howell,41086790,Rua de San Pedro ,4786,Garcihernandez,1,PB,37810,,Salamanca,Spain,714 111 584,RobinBHowell@cuvox.de,86174215,True
749,Carol,Lucas,12796616,C/ Manuel Iradier ,2081,Penàguila,1,D,3815,,Alicante,Spain,658 421 904,CarolCLucas@dayrep.com,90723899,True
750,Elizabeth,House,48495713,Antonio Vazquez ,28,Barlovento,4,B,38726,,Santa Cruz de Tenerife,Spain,798 353 873,ElizabethWHouse@rhyta.com,88332891,True
751,Doris,Franklin,13667655,Herreria ,1584,Pinos Genil,3,B,18191,,Granada,Spain,767 335 818,DorisJFranklin@gustr.com,15538748,True
752,Christina,Fleming,38213976,C/ Arana ,3714,Ontur,5,F,2652,,Albacete,Spain,606 423 631,ChristinaRFleming@gustr.com,69135905,True
753,Deborah,Newton,38733399,C/ Manuel Iradier ,6899,Pego,2,D,3780,,Alicante,Spain,720 653 578,DeborahJNewton@fleckens.hu,86931014,True
754,Dane,Gagnon,42122038,Constitucion ,3895,Gejuelo del Barro,2,D,37114,,Salamanca,Spain,717 055 196,DaneMGagnon@superrito.com,14908822,True
755,Nicholas,Walraven,40388783,Avda. Andalucia ,3645,Robres del Castillo,6,B,26131,,La Rioja,Spain,630 122 655,NicholasMWalraven@teleworm.us,26483522,True
756,Anthony,Ogan,25946110,Av. Zumalakarregi ,3840,Torrevieja,2,PB,3180,,Alicante,Spain,696 250 408,AnthonyYOgan@superrito.com,72386490,True
757,Margaret,Smith,27842829,Alcon Molina ,3064,Totana,6,A,30850,,Murcia,Spain,717 564 583,MargaretRSmith@einrot.com,86283522,True
758,Newton,Pruitt,49136155,Celso Emilio Ferreiro ,2944,Boquineni,5,E,50641,,Zaragoza,Spain,635 879 687,NewtonSPruitt@rhyta.com,57561817,False
759,Herman,Rees,41577916,Calvo Sotelo ,7138,Medina del Campo,3,F,47400,,Valladolid,Spain,769 059 483,HermanTRees@cuvox.de,37054456,False
760,Richard,Dunkley,23040467,Rua da Rapina,3433,Martin de Yeltes,5,B,37494,,Salamanca,Spain,694 760 589,RichardNDunkley@gustr.com,97918162,False
761,James,Johnson,20993966,Antonio Vazquez ,4039,Barlovento,6,B,38726,,Santa Cruz de Tenerife,Spain,679 858 172,JamesEJohnson@rhyta.com,69636732,True
762,Samuel,Laliberte,47754666,Avda. Explanada Barnuevo ,4443,Mogan,6,C,35140,,Las Palmas,Spain,770 795 633,SamuelSLaliberte@cuvox.de,23707932,True
763,Amanda,Hawthorne,35254369,Avda. de Andalucia ,8701,Cartajima,5,A,29452,,Malaga,Spain,638 878 064,AmandaRHawthorne@einrot.com,71589480,True
764,Robert,Sandifer,47418287,Ctra. de la Puerta ,5366,Meira,5,D,27240,,Lugo,Spain,666 463 797,RobertASandifer@superrito.com,62593943,False
765,Candace,Sorensen,48262417,Camino Ancho ,7398,La Cabeza de Bejar,6,D,37777,,Salamanca,Spain,769 132 009,CandaceLSorensen@einrot.com,93733444,True
766,Robert,Sullivan,35742923,Plaza Maior ,3227,Peralejos de Arriba,2,A,37216,,Salamanca,Spain,713 792 671,RobertDSullivan@armyspy.com,82729641,True
767,Irene,Jacquez,18837808,Calle Aduana ,8426,Berantevilla,6,A,1218,,alava,Spain,776 922 060,IreneWJacquez@fleckens.hu,16424934,False
768,Tyrone,Sanchez,10549638,Crta. Cadiz-Malaga ,6452,la Pobla Tornesa,1,C,12191,,Castellon,Spain,637 720 880,TyroneJSanchez@jourrapide.com,72715795,False
769,Barry,Holder,48418938,C/ Domingo Beltran,2714,Mahora,3,E,2240,,Albacete,Spain,739 057 021,BarryMHolder@gustr.com,13211799,True
770,Robert,Yates,40134719,Avda. Rio Nalon ,2747,Onis,1,A,33556,,Asturias,Spain,668 932 126,RobertAYates@cuvox.de,10967373,True
771,Richard,Eudy,48817279,Avda. Rio Nalon ,3239,Castrillon,5,D,33450,,Asturias,Spain,738 067 448,RichardBEudy@armyspy.com,58787405,False
772,John,Hooper,11938029,Ctra. Villena ,7114,Alar del Rey,4,A,34480,,Palencia,Spain,654 013 254,JohnAHooper@rhyta.com,51311530,False
773,Laura,Puentes,34616329,Inglaterra ,2630,Torre-Cardela,5,B,18563,,Granada,Spain,724 851 148,LauraDPuentes@armyspy.com,58061069,False
774,Earl,Shaw,11237682,Crta. Cadiz-Malaga ,1121,Vilafames,2,PB,12192,,Castellon,Spain,786 287 193,EarlKShaw@rhyta.com,29600806,True
775,Charles,Fogle,44096014,C/ Henan Cortes,593,Moraleja de Enmedio,6,B,28950,,Madrid,Spain,669 526 154,CharlesBFogle@einrot.com,73931643,True
776,Alice,Ballard,43906830,Borinaur enparantza ,4540,Petra,3,C,7520,,Balearic Islands,Spain,714 855 868,AliceFBallard@armyspy.com,18465404,False
777,Francis,Revell,16370826,C/ Pablo Iglesias,2849,Manjarres,4,C,26315,,La Rioja,Spain,757 271 540,FrancisDRevell@jourrapide.com,85687327,True
778,Clarence,Johnson,26556740,Cadiz ,3139,Aldeire,5,D,18514,,Granada,Spain,668 396 373,ClarenceCJohnson@einrot.com,37560047,True
779,Marina,Smith,29200873,Urzaiz ,6820,Los Yebenes,4,B,45470,,Toledo,Spain,726 731 156,MarinaTSmith@jourrapide.com,88709539,True
780,Brian,Thompson,36067228,Plaza Colon ,5662,La Pola de Gordon,6,D,24600,,Leon,Spain,612 428 160,BrianMThompson@fleckens.hu,55294946,True
781,Nicolas,Farris,35950069,El Roqueo ,8612,Cuenca,2,PB,16000,,Cuenca,Spain,741 212 948,NicolasMFarris@gustr.com,29790005,True
782,Tyler,Petry,42128402,Extramuros ,8958,Nuevo Baztan,4,C,28514,,Madrid,Spain,621 447 533,TylerCPetry@dayrep.com,91095238,True
783,Tina,Conner,23377989,C/ Eras ,2750,Pinilla del Valle,6,E,28749,,Madrid,Spain,617 493 590,TinaJConner@jourrapide.com,90097008,True
784,Steve,Porter,22651265,Canadilla ,4623,Lalueza,2,A,22214,,Huesca,Spain,677 916 953,SteveVPorter@gustr.com,15500623,True
785,Connie,Oliver,20833670,Bellavista ,4643,Illueca,3,B,50250,,Zaragoza,Spain,798 268 445,ConnieDOliver@superrito.com,36860120,True
786,Karen,Harrell,35825572,Calvo Sotelo ,7156,Zaratan,2,E,47610,,Valladolid,Spain,624 378 265,KarenJHarrell@rhyta.com,32213277,True
787,Jane,Bennett,34702593,Ctra. de Fuentenueva ,3408,Montejo de la Sierra,6,A,28190,,Madrid,Spain,691 789 180,JaneLBennett@superrito.com,11527795,True
788,Kevin,Wallace,20304554,Paseo del Atlantico ,6204,Alhama de Granada,2,E,18120,,Granada,Spain,782 893 033,KevinSWallace@cuvox.de,11869157,True
789,Guadalupe,McLain,21389852,Salzillo ,6676,Xinzo de Limia,5,D,32630,,Ourense,Spain,699 764 530,GuadalupeAMcLain@rhyta.com,95527815,False
790,Nancy,Otis,31181249,Comandante Izarduy,9509,Sant Pere de Ribes,3,PB,8810,,Barcelona,Spain,751 199 099,NancyDOtis@rhyta.com,72288754,True
791,Gary,Smith,19265954,Avda. Generalisimo ,9665,San Cristovo de Cea,3,PB,32130,,Ourense,Spain,799 135 421,GarySSmith@superrito.com,82917129,False
792,Cristina,Sanchez,47158601,Cruce Casa de Postas ,3693,Lanjaron,1,B,18420,,Granada,Spain,779 610 018,CristinaJSanchez@rhyta.com,98189546,False
793,Herbert,McKee,16107743,Avenida Cervantes ,854,Gernika-Lumo,3,F,48300,,Biscay,Spain,740 501 282,HerbertLMcKee@gustr.com,87959437,True
794,Robert,McNeill,41873897,Camino Ancho ,2094,San Miguel de Valero,1,E,37763,,Salamanca,Spain,634 662 171,RobertMMcNeill@fleckens.hu,88720404,False
795,Joseph,Holcombe,15948400,Celso Emilio Ferreiro ,4065,Remolinos,2,C,50637,,Zaragoza,Spain,780 011 450,JosephJHolcombe@jourrapide.com,80234453,True
796,Victor,Winn,22520739,Ctra. Bailen-Motril ,8408,Castellar,5,PB,23260,,Jaen,Spain,663 619 109,VictorAWinn@einrot.com,61485097,True
797,Anthony,Forrester,26600180,C/ Canada del Rosal ,7260,Lepe,5,F,21440,,Huelva,Spain,728 849 473,AnthonyGForrester@fleckens.hu,40870809,True
798,Jay,Elias,38600620,Celso Emilio Ferreiro ,8452,Magallon,6,PB,50520,,Zaragoza,Spain,643 187 793,JayKElias@cuvox.de,53648499,False
799,Margaret,Adams,47001889,C/ Domingo Beltran ,5398,Madrigueras,5,D,2230,,Albacete,Spain,719 726 514,MargaretPAdams@jourrapide.com,94552162,True
800,June,Ryan,42346032,Paseo del Atlantico ,4698,Olot,3,F,17800,,Girona,Spain,648 826 503,JuneRRyan@jourrapide.com,75484792,False
801,Leonard,Lehner,33201450,Antonio Vazquez ,7083,Los Silos,2,B,38470,,Santa Cruz de Tenerife,Spain,679 004 810,LeonardELehner@rhyta.com,39156284,False
802,Eileen,Delacruz,44505837,Reyes Catolicos ,7783,Montehermoso,6,A,10810,,Caceres,Spain,777 560 975,EileenTDelacruz@armyspy.com,66039118,True
803,Mildred,McBurney,16276793,Avda. Rio Nalon ,8270,Llanera,3,PB,33424,,Asturias,Spain,625 668 610,MildredCMcBurney@teleworm.us,25872248,False
804,Petra,Taylor,21138956,C/ Angosto ,9734,Genave,2,C,23392,,Jaen,Spain,677 612 186,PetraHTaylor@jourrapide.com,80722445,True
805,David,Thompson,36462840,Camino Real ,4373,Arratzu,6,B,48383,,Biscay,Spain,659 232 508,DavidDThompson@armyspy.com,86948517,True
806,Lolita,Evans,37120488,Quevedo ,1701,San Sadurnino,4,B,15560,,A Coruna,Spain,760 295 703,LolitaHEvans@cuvox.de,73600102,True
807,William,Lee,43869639,Cartagena ,5637,Ceuti,5,E,30562,,Murcia,Spain,681 823 490,WilliamGLee@einrot.com,15259719,True
808,Dwight,Huerta,42606798,C/ Canarias ,4648,Azuqueca de Henares,4,C,19200,,Guadalajara,Spain,787 269 629,DwightYHuerta@fleckens.hu,77921961,True
809,Mark,Rodriguez,21268831,Avda. Enrique Peinador ,5189,Tremedal de Tormes,4,C,37148,,Salamanca,Spain,758 761 139,MarkFRodriguez@cuvox.de,25779384,True
810,Lois,Howell,38963602,Carretera Cadiz-Malaga ,1978,Antzuola,4,C,20577,,Guipuzcoa,Spain,605 367 483,LoisDHowell@rhyta.com,71620042,True
811,Michael,Trujillo,37961127,Pascual Yunquera ,858,Lentegi,1,F,18699,,Granada,Spain,716 695 056,MichaelLTrujillo@dayrep.com,41397769,True
812,Charlie,Capps,37294136,Avenida Cervantes ,1352,Atxondo,1,PB,48292,,Biscay,Spain,758 210 720,CharlieCCapps@teleworm.us,40931437,True
813,Rose,Quan,13540151,C/ Benito Guinea ,740,Navarcles,5,B,8270,,Barcelona,Spain,664 826 570,RoseJQuan@gustr.com,86848843,False
814,Kim,Lane,36538090,Pl. Virgen Blanca ,9069,Gironella,5,C,8680,,Barcelona,Spain,796 179 275,KimJLane@einrot.com,43830401,True
815,Ralph,Gilman,26664843,Castelao ,1983,Zamora,4,F,49000,,Zamora,Spain,685 133 677,RalphBGilman@fleckens.hu,92740911,False
816,Trina,Kimball,13023393,Rua Olmos,2625,Morinigo,6,A,37337,,Salamanca,Spain,789 718 945,TrinaHKimball@cuvox.de,77166759,True
817,Barbara,McDermott,22656530,Maestro Puig Valera ,8061,Aller,1,A,33686,,Asturias,Spain,635 193 661,BarbaraOMcDermott@rhyta.com,81486879,False
818,Michael,Orndorff,23324954,Puerta Nueva ,9415,Arbo,5,PB,36430,,Pontevedra,Spain,762 655 175,MichaelLOrndorff@dayrep.com,33479206,True
819,Greg,Mena,34637557,Ctra. Beas-Cortijos Nuevos ,2300,Sojuela,5,B,26376,,La Rioja,Spain,629 421 817,GregSMena@rhyta.com,16719183,True
820,Becky,Autry,38701578,Rua de San Pedro ,2271,Anaya de Alba,5,C,37863,,Salamanca,Spain,738 268 865,BeckyHAutry@cuvox.de,24464435,False
821,Larry,Yoon,22994547,C/ Domingo Beltran ,3592,Penascosa,1,E,2313,,Albacete,Spain,694 200 395,LarryMYoon@fleckens.hu,23431957,True
822,Gladys,Grandstaff,42970560,C/ Hijuela de Lojo ,9364,Orexa,6,C,20490,,Guipuzcoa,Spain,699 870 624,GladysRGrandstaff@teleworm.us,32113116,False
823,Catherine,Carlson,38211239,C/ Cuesta del  alamo ,3031,Benarraba,4,E,29490,,Malaga,Spain,778 875 792,CatherineDCarlson@cuvox.de,42053174,False
824,Patricia,Crews,41169069,Alcon Molina ,4733,Los Arcos,2,F,31210,,Navarre,Spain,782 574 472,PatriciaRCrews@teleworm.us,82218586,True
825,Martha,Diep,27879859,C/ Los Herran ,8309,Merida,3,A,6800,,Badajoz,Spain,787 164 581,MarthaRDiep@dayrep.com,16130442,True
826,Nina,Deaver,38816544,Avda. Los llanos ,4426,Granon,4,PB,26259,,La Rioja,Spain,726 591 204,NinaTDeaver@einrot.com,52868869,True
827,Lindsay,McEwen,46936295,C/ Angosto ,6392,Cabra del Santo Cristo,3,B,23550,,Jaen,Spain,607 097 159,LindsayRMcEwen@teleworm.us,19866467,True
828,June,Badillo,33394816,C/ Henan Cortes ,4600,Colmenar,3,D,29170,,Malaga,Spain,668 666 471,JuneABadillo@gustr.com,77907303,True
829,Geraldine,Mathis,45332510,Plaza Colon ,3515,Balaguer,1,A,25600,,Lleida,Spain,738 090 130,GeraldineTMathis@einrot.com,26427050,True
830,Ann,Hoover,14437493,Carretera ,6486,Fuente-Tojar,4,F,14815,,Cordoba,Spain,796 600 490,AnnJHoover@teleworm.us,48593669,False
831,Ana,Brasfield,33415059,Celso Emilio Ferreiro ,4793,Caspe,5,C,50700,,Zaragoza,Spain,751 086 199,AnaWBrasfield@superrito.com,51932876,True
832,Donald,Sanchez,25403895,Calle Proc. San Sebastian ,1164,Betxi,2,PB,12549,,Castellon,Spain,640 745 512,DonaldESanchez@cuvox.de,24040235,False
833,Kerry,Bedell,29150313,C/ Manuel Iradier ,6560,Alcoleja,2,PB,3814,,Alicante,Spain,671 026 892,KerryCBedell@superrito.com,86319687,True
834,Maurice,Shubert,34992531,Rua da Rapina ,1036,Villar de Ciervo,4,B,37486,,Salamanca,Spain,619 851 279,MauriceBShubert@armyspy.com,99685754,True
835,Claude,Tracy,46269328,Antonio Vazquez ,2308,San Andres y Sauces,2,A,38720,,Santa Cruz de Tenerife,Spain,755 439 521,ClaudeATracy@fleckens.hu,27089651,True
836,Marjorie,Charles,32701051,Visitacion de la Encina ,5168,Puerto de Bejar,6,F,37720,,Salamanca,Spain,661 986 317,MarjorieTCharles@gustr.com,76352290,True
837,John,Smith,34239397,Carretera Cadiz-Malaga ,7473,Deba,1,E,20820,,Guipuzcoa,Spain,780 649 954,JohnBSmith@armyspy.com,10699845,True
838,Victoria,Jeffries,20738584,Puerta Nueva ,6812,Dozon,5,A,36518,,Pontevedra,Spain,613 152 479,VictoriaJJeffries@fleckens.hu,69586629,True
839,Ronald,Roden,47875817,C/ Senores Curas ,1456,Costur,2,E,12119,,Castellon,Spain,757 097 481,RonaldARoden@dayrep.com,74694567,False
840,James,Delmonte,25056951,Borinaur enparantza ,5606,Alcudia,4,D,7400,,Balearic Islands,Spain,725 505 996,JamesMDelmonte@einrot.com,55703883,True
841,Roger,Davidson,33257703,Urzaiz ,9629,Cella,3,B,44370,,Teruel,Spain,731 021 290,RogerDDavidson@teleworm.us,28756269,False
842,Amy,Elliott,37422523,Boucina ,5685,L' Ampolla,1,C,43895,,Tarragona,Spain,690 177 395,AmyEElliott@gustr.com,14641980,True
843,Allison,Olson,11229379,Avda. Generalisimo ,5820,A Peroxa,4,B,32150,,Ourense,Spain,754 581 958,AllisonROlson@dayrep.com,74740756,True
844,Gary,Carvalho,11059664,Extramuros ,6156,Cercedilla,2,C,28470,,Madrid,Spain,660 213 190,GaryBCarvalho@fleckens.hu,29354756,True
845,Michael,Fox,18828877,Rua Olmos,9660,Cordovilla,4,D,37337,,Salamanca,Spain,755 729 685,MichaelFFox@armyspy.com,32668628,False
846,Frances,Omalley,31084277,Boucina ,1188,Corbera d'Ebre,2,A,43784,,Tarragona,Spain,757 313 516,FrancesTOmalley@superrito.com,67874417,True
847,Iris,Berry,47467371,Ctra. Hornos ,716,Cihuri,1,PB,26210,,La Rioja,Spain,741 470 222,IrisEBerry@gustr.com,55653165,False
848,Carolyn,Stough,10309574,Boucina,3942,Torredembarra,6,PB,43830,,Tarragona,Spain,624 275 793,CarolynDStough@einrot.com,72637529,False
849,Lois,Scott,18182857,C/ Arana ,5185,Fuensanta,2,C,2637,,Albacete,Spain,666 872 187,LoisLScott@jourrapide.com,68502938,True
850,Vince,Jackson,28942066,C/ Cuesta del  alamo ,509,Jubrique,5,B,29492,,Malaga,Spain,613 140 633,VinceMJackson@dayrep.com,77377213,False
